單字編號,漢字,假名拼音(分別),假名拼音,重音,詞性,中文意思,常用例句 1日,常用例句 1中,常用例句 2日,常用例句 2中,常用例句 1題目,常用例句 1答案,常用例句 2題目,常用例句 2答案
1307,～者,もの,もの,[2],名詞,…的人 / 者,参加（ ）の名前をリストに書き出す。 / 把參加者的名字列到清單上。,若い（ ）の意見に耳を傾ける。 / 傾聽年輕人的意見。,題目：参加（ ）の名前をリストに書き出す。 答案：～者,,,,,
1308,物語,もの.がた.り,ものがたり,[3],名詞,故事 / 傳說,おじいさんが昔の（ ）を話してくれた。 / 爺爺為我講述了以前的故事。,これは愛と勇気の美しい（ ）だ。 / 這是個關於愛與勇氣的美麗故事。,題目：おじいさんが昔の（ ）を話してくれた。 答案：物語,,,,,
1309,物事,もの.ごと,ものごと,[2],名詞,事物 / 事情,（ ）を前向きに捉えて生活する。 / 以積極的態度看待事物並生活。,（ ）には順序というものがある。 / 凡事都有所謂的先後順序。,題目：（ ）を前向きに捉えて生活する。 答案：物事,,,,,
1310,模様,も.よう,もよう,[0],名詞,花色 / 圖案 / 情況,この洋服の可愛い花柄の（ ）が気に入った。 / 我很喜歡這件衣服上可愛的花朵圖案。,会議の（ ）はテレビで生中継された。 / 會議的現場情況在電視上進行了實況轉播。,題目：この洋服の可愛い花柄の（ ）が気に入った。 答案：模様,,,,,
1311,文句,もん.く,もんく,[1],名詞,抱怨 / 不滿 / 詞句,彼はいつも仕事に（ ）ばかり言っている。 / 他總是對工作老發牢騷抱怨。,宣伝の（ ）を考えてポスターに書く。 / 思考宣傳的標語詞句寫在大字報上。,題目：彼はいつも仕事に（ ）ばかり言っている。 答案：文句,,,,,
1312,約,やく,やく,[1],名詞/程度副詞,大約 / 約莫,駅まで歩いて（ ）15分かかります。 / 走到車站大約需要花費15分鐘。,会場には（ ）100人の人が集まった。 / 會場聚集了大約100位民眾。,題目：駅まで歩いて（ ）15分かかります。 答案：約,,,,,
1313,家賃,や.ちん,やちん,[1],名詞,房租,毎月月末にアパートの（ ）を支払う。 / 每個月月底支付公寓的房租。,このあたりは（ ）がとても高い。 / 這附近的房租非常昂貴。,題目：毎月月末にアパートの（ ）を支払う。 答案：家賃,,,,,
1314,雇う,やと.う,やとう,[2],他動一,雇用 / 聘請,新しい店を開くためにアルバイトを（ ）。 / 為了開新店而雇用工讀生。,会社は専門知識を持つ技術者を（ ）った。 / 公司聘請了擁有專業知識的技術人員。,題目：新しい店を開くためにアルバイトを（ ）。 答案：雇う,,,,,
1315,屋根,や.ね,やね,[1],名詞,屋頂,台風の強い風で家の（ ）が壊れた。 / 颱風的強風把家的屋頂給吹壞了。,赤い（ ）の可愛い家が見える。 / 看到了一棟紅屋頂的可愛房子。,題目：台風の強い風で家の（ ）が壊れた。 答案：屋根,,,,,
1316,破る,やぶ.る,やぶる,[2],他動一,撕破 / 打破 / 違反,いらない紙をビリビリと手で（ ）。 / 用手把不需要的紙撕得稀巴爛。,大切な約束を（ ）って友だちに怒られた。 / 違反了重要的承諾而被朋友生氣了。,題目：いらない紙をビリビリと手で（ ）。 答案：破る,,,,,
1317,破れる,やぶ.れる,やぶれる,[3],自動二,破裂 / 磨損,転んでズボンの膝の部分が（ ）てしまった。 / 跌倒結果褲子的膝蓋部分破掉了。,長年愛用していたカバンの底が（ ）た。 / 愛用了多年的包包底部磨損破掉了。,題目：転んでズボンの膝の部分が（ ）てしまった。 答案：破れる,,,,,
1318,辞める,や.める,やめる,[0],他動二,辭去 / 離職,来月で長年勤めた会社を（ ）ことにした。 / 決定在下個月辭去服務多年的公司。,自分の夢を追いかけるために仕事を（ ）。 / 為了追尋自己的夢想而離職。,題目：来月で長年勤めた会社を（ ）ことにした。 答案：辞める,,,,,
1319,勇気,ゆう.き,ゆうき,[1],名詞,勇氣,失敗を恐れずに挑戦する（ ）を持つ。 / 擁有不怕失敗前去挑戰的勇氣。,彼の温かい言葉にたくさんの（ ）をもらった。 / 從他溫暖的話語中獲得了許多勇氣。,題目：失敗を恐れずに挑戦する（ ）を持つ。 答案：勇気,,,,,
1320,有効,ゆう.こう,ゆうこう,[0],な形/名詞,有效 / 期限內,この切符は今日から三日間（ ）です。 / 這張車票從今天開始三天內有效。,時間を（ ）に使って勉強を進める。 / 有效地利用時間來推進學業。,題目：この切符は今日から三日間（ ）です。 答案：有効,,,,,
1321,優秀,ゆう.しゅう,ゆうしゅう,[0],な形/名詞,優秀 / 出色,彼はクラスの中で最も（ ）な成績を収めた。 / 他取得了班上最為優秀的成績。,会社に（ ）な社員がたくさん集まっている。 / 公司裡聚集了許多出色的社員。,題目：彼はクラスの中で最も（ ）な成績を収めた。 答案：優秀,,,,,
1322,優勝,ゆう.しょう,ゆうしょう,[0],名詞/自動三,優勝 / 奪冠,私たちのチームが大会で（ ）を果たした。 / 我們的隊伍在大會中贏得了優勝奪冠。,来年のテニス大会での（ ）を目指す。 / 以前進明年網球大會優勝為目標邁進。,題目：私たちのチームが大会で（ ）を果たした。 答案：優勝,,,,,
1323,友情,ゆう.じょう,ゆうじょう,[0],名詞,友情 / 友誼,二人の間には深い（ ）が結ばれている。 / 兩人間繫著極為深厚的友情。,困難な時に助けてくれた彼の（ ）に感謝する。 / 感謝在我困難時期給予幫助的他的友誼。,題目：二人の間には深い（ ）が結ばれている。 答案：友情,,,,,
1324,友人,ゆう.じん,ゆうじん,[0],名詞,友人 / 朋友,週末に高校時代の（ ）の結婚式に出席する。 / 週末要去出席高中時代友人的婚禮。,私には困った時に相談できる（ ）がいる。 / 我有在遭遇困難時能夠諮詢的友人。,題目：週末に高校時代の（ ）の結婚式に出席する。 答案：友人,,,,,
1325,郵便,ゆう.びん,ゆうびん,[0],名詞,郵件 / 郵政,朝、ポストに届いた（ ）物を確かめる。 / 早上確認送到信箱裡的郵件。,（ ）局に行って手紙や速達を出す。 / 前往郵局寄出信件和限時專送。,題目：朝、ポストに届いた（ ）物を確かめる。 答案：郵便,,,,,
1326,夕べ,ゆう.べ,ゆうべ,[3],名詞/時間副詞,昨天晚上 / 傍晚,（ ）はとても疲れていたので早く寝た。 / 昨天晚上因為十分疲憊所以很早就睡了。,美しい（ ）の風に吹かれて散歩する。 / 迎著傍晚美麗的微風散步。,題目：（ ）はとても疲れていたので早く寝た。 答案：夕べ,,,,,
1327,有名人,ゆう.めい.じん,ゆうめいじん,[3],名詞,有名人 / 公眾人物,テレビでよく見る（ ）に街で偶然会った。 / 在街上偶然遇到了經常在電視上看到的有名人。,彼は今や世界的に知られる（ ）になった。 / 他現在成為了全世界皆知的公眾人物。,題目：テレビでよく見る（ ）に街で偶然会った。 答案：有名人,,,,,
1328,ユーモア,ユーモア,ユーモア,[1],名詞,幽默 / 風趣,彼は（ ）があって、いつもみんなを笑わせる。 / 他十分富有幽默感，總是讓大家逗笑。,スピーチに少し（ ）を交えて話す。 / 在演講中穿插一些風趣幽默來表達。,題目：彼は（ ）があって、いつもみんなを笑わせる。 答案：ユーモア,,,,,
1329,有料,ゆう.りょう,ゆうりょう,[0],名詞,付費 / 要價,この駐車場は最初の1時間は無料だが、その後は（ ）だ。 / 這個停車場前一小時免費，之後就要付費。,インターネットの（ ）会員に登録する。 / 註冊網路上的付費會員。,題目：この駐車場は最初の1時間は無料だが、その後は（ ）だ。 答案：有料,,,,,
1330,有料,ゆう.りょう,ゆうりょう,[0],名詞,需收費 / 有償,レジ袋は資源保護のため（ ）となっています。 / 購物袋為了保護資源，改為需收費提供。,高速道路の（ ）区間を運転する。 / 駕駛行經高速公路的收費路段。,題目：レジ袋は資源保護のため（ ）となっています。 答案：有料,,,,,
1331,床,ゆか,ゆか,[0],名詞,地板,部屋の（ ）を雑巾できれいに拭く。 / 用抹布把房間的地板擦拭乾淨。,上着を誤って（ ）に落としてしまった。 / 不小心把外套掉在地上（地板）了。,題目：部屋の（ ）を雑巾できれいに拭く。 答案：床,,,,,
1332,愉快,ゆ.かい,ゆかい,[1],な形/名詞,愉快 / 歡樂 / 有趣,昨日のパーティーはとても（ ）な時間だった。 / 昨天的派對是極為愉快的時光。,彼と一緒にいると毎日が（ ）に過ごせる。 / 和他在一起每天都能過得歡樂又開心。,題目：昨日のパーティーはとても（ ）な時間だった。 答案：愉快,,,,,
1333,譲る,ゆず.る,ゆずる,[0],他動一,讓座 / 轉讓 / 謙讓,電車の中で、お年寄りに席を快く（ ）。 / 在電車裡，爽快地將座位讓給老人家。,使わなくなったパソコンを後輩に安く（ ）。 / 把不再使用的電腦以便宜價格轉讓給學弟。,題目：電車の中で、お年寄りに席を快く（ ）。 答案：譲る,,,,,
1334,豊か,ゆた.か,ゆたか,[1],な形,豐富的 / 富裕的,この国は自然が非常に（ ）で美しい。 / 這個國家大自然非常豐富且優美。,心の（ ）な生活を送りたいと願う。 / 盼望著能過上心靈富裕的生活。,題目：この国は自然が非常に（ ）で美しい。 答案：豊か,,,,,
1335,許す,ゆる.す,ゆるす,[2],他動一,原諒 / 允許 / 准許,彼の今回の過ちを寛大な心で（ ）。 / 以寬宏大量的心來原諒他這次的過失。,ここで写真を撮ることは規則で（ ）されていない。 / 在這裡拍照這件事是不被規定所允許的。,題目：彼の今回の過ちを寛大な心で（ ）。 答案：許す,,,,,
1336,夜,よ,よ,[1],名詞,夜晚 / 晚上,（ ）が明けると、また新しい一日が始まる。 / 當夜晚拂曉天亮，新的嶄新一天又要開始了。,秋の（ ）長にゆっくり読書を楽しむ。 / 在秋夜漫長的時光裡悠悠哉哉享受閱讀。,題目：（ ）が明けると、また新しい一日が始まる。 答案：夜,,,,,
1337,夜明け,よ.あ.け,よあけ,[0],名詞,拂曉 / 黎明 / 開端,（ ）前に起きて、山頂を目指して歩き出す。 / 在拂曉天亮前起床，朝著山頂為目標邁出步伐。,ついに新しい時代の（ ）がやってきた。 / 嶄新時代的黎明開端終於到來了。,題目：（ ）前に起きて、山頂を目指して歩き出す。 答案：夜明け,,,,,
1338,酔う,よ.う,よう,[1],自動一,喝醉 / 暈（車、船）,久しぶりにお酒を飲みすぎてひどく（ ）った。 / 隔了好久喝了太多酒，醉得很嚴重。,バスに長く乗っていたら、気持ちが悪くなり（ ）ってしまった。 / 坐公車坐了太久，覺得噁心結果暈車了。,題目：久しぶりにお酒を飲みすぎてひどく（ ）った。 答案：酔う,,,,,
1339,要求,よう.きゅう,ようきゅう,[0],名詞/他動三,要求 / 請求,労働者たちは会社に対して賃上げを（ ）した。 / 勞工們針對公司提出了調薪的要求。,お客様の無理な（ ）には応じられない。 / 針對客戶無理的請求我們無法應允處理。,題目：労働者たちは会社に対して賃上げを（ ）した。 答案：要求,,,,,
1340,用心,よう.じん,ようじん,[1],名詞/自動三,提防 / 小心 / 警惕,夜道を一人で歩く時は十分に（ ）してください。 / 一個人走夜路的時候請一定要十分小心警惕。,火の元にはいつも細心の（ ）を払う。 / 對於火源隨時都要格外小心提防。,題目：夜道を一人で歩く時は十分に（ ）してください。 答案：用心,,,,,
1341,様子,よう.す,ようす,[0],名詞,樣子 / 情況 / 神態,彼女は今日、いつもと違って少し元気がない（ ）だ。 / 她今天和平常不同，似乎有著少許沒有精神的樣子。,しばらく病人の（ ）を見守りましょう。 / 讓我們暫時持續觀察看護病人的情況吧。,題目：彼女は今日、いつもと違って少し元気がない（ ）だ。 答案：様子,,,,,
